Transaction_Id,User_Id,Transaction_Date,Product_Category,Product_Name,Product_Amount,Payment_method,Device_Type,Location
041FD18C,USER_03459,2023-05-13,Gaming Credits,1000 Game Coins,6207.17,Bank Transfer,Android,Suburban
62A89633,USER_01706,2023-08-16,Insurance Premium,Home Insurance,4129.22,Debit Card,Android,Urban
F804C6E7,USER_06262,2023-03-21,Taxi Fare,City Ride,7574.04,Wallet Balance,Android,Rural
BE93E3F1,USER_02043,2023-03-10,Gift Card,Rs. 5000 Luxury Card,6753.8,Bank Transfer,Android,Urban
818FB5F3,USER_03205,2023-03-12,Online Shopping,Smart LED TV,1184.91,Bank Transfer,Android,Urban
B36912FD,USER_08464,2023-08-09,Grocery Shopping,Mixed Fruit Jam,5059.16,Credit Card,Android,Urban
6E9AAECD,USER_08108,2023-05-26,Streaming Service,Basic Plan,755.49,Wallet Balance,Android,Urban
ABBFA244,USER_08175,2023-03-17,Online Shopping,Smart LED TV,8623.2,Credit Card,Android,Urban
AB6C934A,USER_07078,2023-03-26,Rent Payment,PG Accommodation,5001.32,Credit Card,Android,Urban
D278A685,USER_05924,2023-03-15,Gaming Credits,Battle Pass,7573.39,Debit Card,Android,Urban
F8194768,USER_06104,2023-07-17,Rent Payment,1BHK Apartment Rent,947.71,Wallet Balance,Web,Suburban
3EA438E5,USER_04602,2023-08-18,Flight Booking,Bangalore to Kolkata,7504.16,Credit Card,Android,Suburban
4F058F75,USER_05913,2023-07-18,Rent Payment,Commercial Space Rent,9511.76,Bank Transfer,iOS,Urban
9D72D35E,USER_03311,2023-09-29,Movie Ticket,Dangal,1999.03,Credit Card,iOS,Urban
5438B3AB,USER_07974,2023-10-18,Gas Bill,Industrial Gas Supply,7156.45,Wallet Balance,Android,Urban
71B0E7E4,USER_06388,2023-06-16,Loan Repayment,Car Loan Installment,4012.1,Credit Card,iOS,Suburban
84EB0B49,USER_03370,2023-12-03,Electricity Bill,Industrial Bill,5060.15,Bank Transfer,iOS,Urban
54AB771D,USER_06408,2023-07-25,Internet Bill,Business Internet Plan,9517.81,Credit Card,iOS,Suburban
BE90914C,USER_05503,2023-09-14,Electricity Bill,Industrial Bill,5743.12,Debit Card,Android,Urban
1.49E+14,USER_07375,2023-12-07,Mobile Recharge,Postpaid Plan 599,458.44,Bank Transfer,Android,Urban
D3A3A6F6,USER_01976,2023-03-08,Education Fee,Python Programming Course,7876.69,Debit Card,Android,Suburban
395A7DC6,USER_07770,2023-02-27,Gift Card,Rs. 500 E-Gift Card,2252.7,Wallet Balance,Android,Urban
59430F1C,USER_06173,2023-06-19,Rent Payment,Commercial Space Rent,2597.95,UPI,iOS,Rural
D1158E29,USER_05334,2023-08-05,Gift Card,Rs. 250 Coffee Shop Card,3023.83,Wallet Balance,Android,Urban
5F0792C2,USER_03300,2023-06-20,Streaming Service,Premium Plan,8529.26,Bank Transfer,iOS,Suburban
6329F68B,USER_06712,2023-09-05,Food Delivery,Vegetable Biryani,6310.76,Wallet Balance,Android,Urban
3C3B29A2,USER_00843,2023-03-04,Flight Booking,Pune to Goa,6216.4,Wallet Balance,iOS,Urban
A056A22F,USER_02414,2023-03-24,Bus Ticket,AC Seater,3671.51,Bank Transfer,Android,Suburban
FC577FF2,USER_02646,2023-10-18,Rent Payment,1BHK Apartment Rent,5178.63,Debit Card,Android,Urban
11745EC0,USER_06708,2023-03-09,Streaming Service,Premium Plan,8228.34,Debit Card,Web,Urban
BF2DE3E0,USER_05440,2023-05-03,Electricity Bill,Residential Bill,5730.43,Wallet Balance,Android,Urban
15541F03,USER_05558,2023-06-24,Streaming Service,Student Offer,9193.77,Wallet Balance,Android,Urban
C6BB0FD1,USER_05933,2023-07-29,Taxi Fare,Rental Package,3639.6,Debit Card,Android,Urban
22705C6F,USER_07083,2023-05-23,Gaming Credits,Premium Skin,3417.81,Bank Transfer,Android,Urban
1E8E47F2,USER_04683,2023-12-01,Education Fee,Data Science Bootcamp,3431.81,Debit Card,Web,Urban
7FED4B9D,USER_01803,2023-01-06,Movie Ticket,3 Idiots,669.4,Debit Card,Android,Suburban
97EB0207,USER_07530,2023-05-28,Water Bill,Borewell Charges,7420.08,Bank Transfer,Android,Urban
549BF1EE,USER_03214,2023-02-19,Internet Bill,Broadband 50Mbps Plan,6438.92,Credit Card,Android,Suburban
75D0CCB2,USER_00949,2023-05-25,Insurance Premium,Travel Insurance,9445.7,UPI,iOS,Suburban
E1474BF4,USER_00064,2023-05-14,Hotel Booking,Service Apartment,2348.59,Wallet Balance,Android,Urban
1FDD5E4B,USER_08520,2023-08-18,Hotel Booking,Villa,8259.89,Wallet Balance,Android,Urban
B557C27E,USER_09142,2023-03-14,Online Shopping,Steel Toe Shoes,4018.54,Credit Card,Android,Urban
49B329C1,USER_06833,2023-11-19,Grocery Shopping,Mixed Fruit Jam,4412.66,UPI,iOS,Rural
E411BD37,USER_09645,2023-04-15,Gas Bill,Industrial Gas Supply,6148.34,Credit Card,iOS,Urban
80DBF44F,USER_04540,2023-03-24,Rent Payment,2BHK Flat Deposit,1984.09,Wallet Balance,Web,Urban
01135BA0,USER_09819,2023-04-05,Gas Bill,Commercial Gas Connection,3297.69,Bank Transfer,Android,Rural
FEC9B284,USER_06267,2023-11-04,Insurance Premium,Travel Insurance,609.62,Credit Card,iOS,Suburban
6FFE3AE2,USER_02103,2023-10-14,Gas Bill,Domestic LPG Cylinder,4081.19,Bank Transfer,iOS,Urban
3661A2FE,USER_01847,2023-08-28,Online Shopping,Wireless Earbuds,5877.32,Bank Transfer,iOS,Urban
FBC9C6A8,USER_00067,2023-09-06,Online Shopping,Smart LED TV,2425.73,Wallet Balance,iOS,Urban
939EAFEF,USER_09673,2023-05-08,Online Shopping,Steel Toe Shoes,8893.88,Debit Card,Android,Urban
8A06F341,USER_06421,2023-01-19,Grocery Shopping,Basmati Rice,3303.5,Wallet Balance,Android,Urban
00815C85,USER_01648,2023-01-04,Flight Booking,Delhi to Mumbai,6876.89,Bank Transfer,iOS,Urban
1E56358D,USER_01382,2023-07-25,Electricity Bill,Agricultural Bill,6503.21,Wallet Balance,iOS,Urban
4897848C,USER_07206,2023-04-09,Bus Ticket,Non-AC Seater,2253.46,Bank Transfer,iOS,Urban
2CBBF744,USER_08261,2023-12-08,Rent Payment,Co-working Space,4810.98,Debit Card,Android,Urban
15B46778,USER_07623,2023-09-12,Grocery Shopping,Whole Wheat Atta,6182.86,Credit Card,iOS,Urban
8700722B,USER_05971,2023-04-15,Gas Bill,Domestic LPG Cylinder,8016.52,Debit Card,iOS,Suburban
ECE47916,USER_02729,2023-01-14,Education Fee,Python Programming Course,8498.67,UPI,Android,Urban
0DBC51D3,USER_04672,2023-08-29,Movie Ticket,Baahubali 2,1355.24,Debit Card,Android,Urban
C0C73C68,USER_08498,2023-07-11,Bus Ticket,Sleeper Class,2319.44,Credit Card,Android,Urban
3FDC6CEB,USER_00983,2023-07-27,Movie Ticket,PK,5275.83,Bank Transfer,Android,Urban
70F74F48,USER_05612,2023-08-06,Education Fee,Data Science Bootcamp,8777.04,Debit Card,Web,Urban
ED1BC2D7,USER_00571,2023-06-07,Flight Booking,Pune to Goa,7244.82,Wallet Balance,iOS,Urban
09992BB6,USER_03731,2023-07-20,Mobile Recharge,Family Plan 999,9575.85,Debit Card,Web,Urban
5813F13D,USER_00632,2023-05-15,Online Shopping,Wireless Earbuds,2816.67,UPI,Android,Urban
8A57246B,USER_08849,2023-01-28,Education Fee,Python Programming Course,896.52,Debit Card,Android,Suburban
42AAEF22,USER_04468,2023-02-16,Streaming Service,Basic Plan,7008.98,Bank Transfer,iOS,Urban
77886751,USER_00278,2023-07-15,Gaming Credits,Battle Pass,2681.78,Debit Card,iOS,Rural
E50EEB99,USER_03040,2023-06-19,Gaming Credits,1000 Game Coins,1242.84,Credit Card,Web,Urban
1886A56C,USER_08204,2023-12-30,Electricity Bill,Residential Bill,8857.38,Debit Card,Android,Urban
BD705A50,USER_07856,2023-11-19,Rent Payment,2BHK Flat Deposit,6302.79,UPI,Android,Rural
21B71976,USER_09577,2023-11-10,Insurance Premium,Travel Insurance,975.68,Debit Card,Android,Urban
D18F01EE,USER_02570,2023-03-04,Gas Bill,Domestic LPG Cylinder,3517.25,Credit Card,Android,Urban
4265AED0,USER_09178,2023-04-02,Movie Ticket,Dangal,2042.92,Bank Transfer,iOS,Suburban
C7AE7E08,USER_01026,2023-10-06,Food Delivery,Masala Dosa,7114.12,Credit Card,Android,Urban
4225134,USER_05172,2023-05-16,Gaming Credits,Legendary Weapon,5282.91,Debit Card,iOS,Rural
AA04ADD5,USER_02775,2023-09-17,Hotel Booking,Deluxe Room,9058.39,UPI,Android,Urban
476B3A6D,USER_06016,2023-11-01,Water Bill,Borewell Charges,5310.98,Bank Transfer,Android,Urban
956AEDA8,USER_07128,2023-01-23,Education Fee,IELTS Training,8082.91,Debit Card,Android,Urban
F3FDE0C9,USER_08201,2023-01-11,Streaming Service,Standard Plan,4419.63,Credit Card,Web,Urban
CD3ED100,USER_00921,2023-03-28,Flight Booking,Delhi to Mumbai,6200.31,UPI,Android,Urban
4C51AF8E,USER_04008,2023-12-14,Streaming Service,Standard Plan,9982.97,UPI,iOS,Suburban
92DED394,USER_00576,2023-08-22,Mobile Recharge,Prepaid Plan 399,6006.25,Wallet Balance,Android,Urban
FF84386F,USER_03157,2023-04-02,Education Fee,Python Programming Course,4651.1,Credit Card,Android,Suburban
C39BDB0A,USER_00717,2023-07-27,Internet Bill,Fiber 100Mbps Plan,7537.42,Wallet Balance,iOS,Urban
2010FDE8,USER_08759,2023-11-25,Internet Bill,Business Internet Plan,5074.86,Debit Card,Android,Urban
334D63F7,USER_09853,2023-07-01,Taxi Fare,Rental Package,1451.58,Bank Transfer,Android,Urban
296665EC,USER_05589,2023-11-28,Food Delivery,Pizza Margherita,7964.86,Debit Card,Android,Urban
BA32CB84,USER_00150,2023-08-19,Flight Booking,Chennai to Hyderabad,264.07,Wallet Balance,Web,Urban
DC5AD39F,USER_04436,2023-03-27,Insurance Premium,Health Insurance,7824.87,Debit Card,Android,Urban
6351845C,USER_08206,2023-03-14,Rent Payment,2BHK Flat Deposit,5586.34,Bank Transfer,Android,Urban
90F4DB34,USER_04463,2023-12-02,Gas Bill,Piped Natural Gas,8598.44,Wallet Balance,iOS,Rural
51AAC8E2,USER_02782,2023-12-21,Water Bill,Industrial Use,7669.43,Debit Card,Web,Urban
3E20545E,USER_08728,2023-07-21,Streaming Service,Standard Plan,6286.61,Debit Card,iOS,Urban
F6695FC3,USER_00752,2023-07-24,Gift Card,Rs. 500 E-Gift Card,8526.7,Debit Card,Web,Urban
0A98C33A,USER_05312,2023-07-25,Insurance Premium,Travel Insurance,24.32,Credit Card,Android,Urban
054F7509,USER_09418,2023-09-14,Gaming Credits,Premium Skin,9396.25,Debit Card,Web,Urban
A88815C3,USER_03648,2023-04-21,Food Delivery,Masala Dosa,477.2,Wallet Balance,iOS,Urban
FCC59910,USER_00740,2023-07-23,Online Shopping,Fitness Tracker,1497.38,Bank Transfer,Android,Suburban
7C96B6D4,USER_06169,2023-12-15,Electricity Bill,Residential Bill,7750.9,UPI,Android,Urban
3C335B6A,USER_00973,2023-07-04,Rent Payment,2BHK Flat Deposit,73.87,Debit Card,Android,Urban
12D59383,USER_05893,2023-10-16,Taxi Fare,Rental Package,1505.76,Credit Card,iOS,Urban
3EBE3AA4,USER_06782,2023-01-01,Hotel Booking,Suite,6129.29,Bank Transfer,Android,Urban
D3C0E61C,USER_03291,2023-12-29,Flight Booking,Pune to Goa,829.44,Credit Card,Web,Urban
49476EC7,USER_00974,2023-03-17,Mobile Recharge,Postpaid Plan 599,6683.93,Credit Card,iOS,Urban
63373D69,USER_02503,2023-10-28,Gift Card,Rs. 5000 Luxury Card,2541.25,UPI,Android,Rural
6B443E31,USER_08962,2023-04-13,Water Bill,Residential Connection,5577.55,Credit Card,iOS,Urban
ABDA0FFF,USER_04246,2023-12-16,Hotel Booking,Dormitory Bed,8477.12,Debit Card,Android,Urban
F496CE13,USER_02194,2023-11-27,Movie Ticket,PK,3667.57,Debit Card,Android,Urban
7DF3BF49,USER_06672,2023-02-01,Streaming Service,Family Subscription,3693.55,UPI,Android,Urban
5961F9FF,USER_01032,2023-10-03,Mobile Recharge,Family Plan 999,3504.53,Wallet Balance,iOS,Suburban
AD61746C,USER_02396,2023-06-13,Flight Booking,Ahmedabad to Jaipur,1101.57,Bank Transfer,Android,Urban
7534290A,USER_06679,2023-03-03,Movie Ticket,Baahubali 2,3059.61,Wallet Balance,Android,Suburban
EFB8A00E,USER_06591,2023-12-02,Bus Ticket,Non-AC Seater,8816.54,Debit Card,Web,Rural
6D710221,USER_01877,2023-05-15,Education Fee,IELTS Training,4451.36,Credit Card,Android,Urban
7F67E692,USER_09014,2023-04-04,Flight Booking,Pune to Goa,3884.29,Debit Card,Android,Rural
8E17DDDC,USER_03277,2023-09-15,Taxi Fare,Airport Transfer,6087.95,UPI,Android,Rural
6FCE21D7,USER_07445,2023-12-09,Food Delivery,Chilli Paneer,6573.89,UPI,Android,Urban
4AC7B6BD,USER_03604,2023-06-11,Online Shopping,Steel Toe Shoes,4687.88,Bank Transfer,iOS,Urban
A9C95F09,USER_05901,2023-10-11,Streaming Service,Standard Plan,3810.84,Bank Transfer,Android,Urban
AACEBE6D,USER_06410,2023-05-21,Insurance Premium,Travel Insurance,6266.3,UPI,iOS,Suburban
42745AC3,USER_08153,2023-07-21,Taxi Fare,Outstation Trip,761.63,Credit Card,Android,Suburban
78B9BC2D,USER_01237,2023-09-26,Gaming Credits,Premium Skin,441.24,Credit Card,Android,Suburban
800DF07C,USER_00161,2023-04-13,Rent Payment,Co-working Space,6479.56,Credit Card,Android,Urban
D3B8C328,USER_02501,2023-04-02,Gaming Credits,Premium Skin,7651.74,UPI,Android,Suburban
889BDE05,USER_01847,2023-02-06,Electricity Bill,Commercial Bill,4516.89,UPI,Android,Urban
FC66B44E,USER_03625,2023-05-04,Movie Ticket,Dangal,8032.16,Credit Card,iOS,Urban
30FEDF80,USER_08952,2023-09-18,Internet Bill,Business Internet Plan,560.96,Credit Card,iOS,Urban
B90CC57C,USER_00950,2023-09-06,Hotel Booking,Villa,5773.34,Credit Card,Web,Urban
2.04E+22,USER_07284,2023-07-17,Bus Ticket,Non-AC Seater,1586.88,Wallet Balance,Web,Urban
2C8DD51E,USER_00815,2023-05-28,Electricity Bill,Commercial Bill,9904.67,Bank Transfer,Android,Urban
99A995AE,USER_01150,2023-10-18,Internet Bill,Broadband 50Mbps Plan,75.86,Wallet Balance,Web,Urban
58E1C8CC,USER_08668,2023-06-11,Water Bill,Commercial Property,3567.62,UPI,iOS,Suburban
F2D5B532,USER_06277,2023-02-17,Water Bill,Tanker Supply,4884.92,Bank Transfer,Android,Suburban
256E0D76,USER_06794,2023-12-27,Flight Booking,Delhi to Mumbai,5306.2,Debit Card,Web,Urban
BB931479,USER_07467,2023-12-16,Gas Bill,Commercial Gas Connection,695.52,Debit Card,Android,Urban
6F76ADDF,USER_06996,2023-09-11,Education Fee,Python Programming Course,4443.45,Wallet Balance,iOS,Urban
CF6924D6,USER_05736,2023-08-05,Education Fee,Python Programming Course,8565.7,Debit Card,Android,Urban
96C33C3D,USER_09709,2023-09-21,Food Delivery,Butter Chicken,1153.06,Bank Transfer,iOS,Urban
1.54E+200,USER_09393,2023-11-13,Streaming Service,Family Subscription,3500.35,UPI,iOS,Urban
18D3C3E9,USER_09583,2023-08-28,Hotel Booking,Suite,2493.66,Credit Card,iOS,Urban
78C40118,USER_06383,2023-10-11,Online Shopping,Fitness Tracker,5894.49,Bank Transfer,iOS,Urban
C66F4EA5,USER_02135,2023-03-17,Internet Bill,Fiber 100Mbps Plan,7773.66,Credit Card,Android,Urban
32C790F6,USER_04225,2023-10-05,Online Shopping,Fitness Tracker,6711.26,Wallet Balance,Android,Urban
216057F7,USER_08767,2023-04-14,Food Delivery,Chilli Paneer,9943.05,Debit Card,iOS,Urban
31A6E946,USER_07931,2023-10-17,Rent Payment,Co-working Space,8259.99,Debit Card,Android,Urban
A0137FB3,USER_05889,2023-06-01,Electricity Bill,Industrial Bill,1889.51,Credit Card,Android,Urban
61B0695A,USER_03458,2023-08-06,Insurance Premium,Term Life Policy,4994.95,Debit Card,iOS,Urban
AF55AEC5,USER_01799,2023-01-10,Hotel Booking,Dormitory Bed,6336.94,Debit Card,iOS,Rural
6EAC1D2E,USER_05304,2023-04-24,Gaming Credits,Battle Pass,7161.04,UPI,Android,Suburban
6F072A8A,USER_09216,2023-03-27,Streaming Service,Student Offer,5014.61,Bank Transfer,Android,Urban
B23B2FD3,USER_03949,2023-06-28,Bus Ticket,Semi-Sleeper,3245.48,Wallet Balance,Android,Suburban
A5172C05,USER_03132,2023-09-11,Streaming Service,Standard Plan,5477.45,Credit Card,Android,Urban
1089344,USER_04232,2023-11-06,Gaming Credits,1000 Game Coins,3505.62,Debit Card,Android,Rural
7D172811,USER_06834,2023-07-12,Online Shopping,Steel Toe Shoes,3103.61,UPI,Android,Suburban
B62EA3EC,USER_02926,2023-03-08,Loan Repayment,Business Loan Repayment,8520.79,Credit Card,iOS,Suburban
CF05A9E6,USER_07447,2023-10-05,Water Bill,Tanker Supply,9731.58,Debit Card,Android,Rural
F6BE23C1,USER_07796,2023-12-13,Gift Card,Rs. 1000 Shopping Voucher,2486.15,UPI,Android,Rural
A5909464,USER_06209,2023-10-28,Electricity Bill,Agricultural Bill,6115.52,Bank Transfer,Android,Urban
7938A198,USER_06538,2023-05-20,Grocery Shopping,Refined Sunflower Oil,1401.67,Debit Card,iOS,Suburban
BA1E1D0C,USER_08727,2023-09-06,Hotel Booking,Dormitory Bed,9317.54,UPI,Android,Urban
4CD9D112,USER_01523,2023-07-02,Education Fee,Data Science Bootcamp,6837.89,Bank Transfer,Android,Rural
61557E8D,USER_05013,2023-02-24,Movie Ticket,Baahubali 2,227.19,Bank Transfer,Android,Urban
D40D8160,USER_07355,2023-09-11,Insurance Premium,Home Insurance,1956.09,Debit Card,Android,Urban
1522A022,USER_06587,2023-01-06,Food Delivery,Pizza Margherita,9207.92,Bank Transfer,iOS,Urban
72DD758A,USER_00202,2023-05-22,Electricity Bill,Commercial Bill,1527.35,UPI,Android,Urban
6F446983,USER_00379,2023-06-01,Mobile Recharge,Postpaid Plan 599,8369.01,Credit Card,Web,Urban
EB7BDE03,USER_05621,2023-07-22,Bus Ticket,Volvo Multi-Axle,651.02,Wallet Balance,Android,Suburban
D2BE42FF,USER_09623,2023-02-14,Electricity Bill,Industrial Bill,56.44,Debit Card,Android,Urban
52766B6B,USER_03469,2023-11-18,Gift Card,Rs. 2000 Gift Voucher,7947.11,Bank Transfer,iOS,Rural
15D5B5F5,USER_04047,2023-03-09,Hotel Booking,Dormitory Bed,2435.55,Bank Transfer,Android,Suburban
E79DCF97,USER_08485,2023-01-17,Hotel Booking,Deluxe Room,1842.44,Credit Card,Android,Urban
35D771D9,USER_09144,2023-03-03,Streaming Service,Basic Plan,2013.36,Credit Card,Web,Suburban
A8A6D4DE,USER_05885,2023-11-25,Rent Payment,2BHK Flat Deposit,4921.69,Debit Card,Android,Urban
CAA791C6,USER_06323,2023-04-24,Grocery Shopping,Dairy Milk Chocolate,5146.56,Wallet Balance,Android,Urban
F4FF6F56,USER_01165,2023-11-05,Food Delivery,Masala Dosa,5223.3,UPI,Android,Urban
61795DBB,USER_09180,2023-04-07,Mobile Recharge,Postpaid Plan 599,4495.57,Credit Card,iOS,Rural
655B3C15,USER_06069,2023-07-01,Electricity Bill,Temporary Connection Bill,2715.68,Credit Card,iOS,Suburban
E9EA0A40,USER_05201,2023-02-04,Water Bill,Borewell Charges,5403.71,Bank Transfer,Web,Urban
E5EEDAC9,USER_00566,2023-03-17,Gift Card,Rs. 500 E-Gift Card,1964.85,Debit Card,iOS,Urban
51348161,USER_06078,2023-10-24,Loan Repayment,Education Loan EMI,1057.21,UPI,Android,Urban
9FD7DDE5,USER_04829,2023-11-04,Online Shopping,Wireless Earbuds,8211.9,Wallet Balance,Web,Rural
F34D6D1E,USER_09787,2023-04-28,Loan Repayment,Home Loan EMI,7033.6,Wallet Balance,Android,Suburban
41AB4C97,USER_01540,2023-04-18,Grocery Shopping,Dairy Milk Chocolate,3532.64,Wallet Balance,Android,Urban
46546322,USER_00253,2023-06-01,Gas Bill,Domestic LPG Cylinder,5682.54,Bank Transfer,iOS,Suburban
C7832E35,USER_04976,2023-12-01,Education Fee,Python Programming Course,2261.03,Debit Card,Android,Urban
2949BE20,USER_09060,2023-05-11,Gift Card,Rs. 500 E-Gift Card,7309.33,Debit Card,Android,Suburban
E62D829B,USER_06074,2023-10-10,Internet Bill,4G Unlimited Plan,8677.17,Debit Card,Android,Urban
69AAFC9D,USER_08594,2023-07-30,Gift Card,Rs. 250 Coffee Shop Card,7489.75,Bank Transfer,iOS,Urban
E3B3FDD0,USER_00320,2023-09-24,Bus Ticket,Non-AC Seater,7327.32,Wallet Balance,Android,Urban
F92CB53B,USER_05530,2023-06-23,Rent Payment,2BHK Flat Deposit,4895.06,Bank Transfer,iOS,Urban
CF2BC4AA,USER_09089,2023-02-12,Taxi Fare,Airport Transfer,7211.04,Credit Card,Android,Suburban
C8101CCD,USER_09984,2023-06-19,Online Shopping,Steel Toe Shoes,6454.61,Bank Transfer,Android,Urban
C10469FB,USER_06545,2023-08-29,Insurance Premium,Home Insurance,3107.16,Bank Transfer,Android,Urban
292F52A7,USER_09239,2023-02-19,Hotel Booking,Service Apartment,5402.35,Bank Transfer,iOS,Urban
CCEF6AAE,USER_08412,2023-04-13,Rent Payment,PG Accommodation,2630.86,Credit Card,Android,Urban
653A0E49,USER_07542,2023-08-09,Internet Bill,Fiber 100Mbps Plan,42.9,UPI,Android,Urban
EAD1E393,USER_00115,2023-06-26,Movie Ticket,Baahubali 2,3538.34,UPI,Android,Urban
4F96B69F,USER_06498,2023-09-14,Flight Booking,Pune to Goa,570.81,Debit Card,iOS,Urban
8A16215A,USER_01559,2023-02-15,Taxi Fare,City Ride,836.56,Wallet Balance,Android,Suburban
42A4BA4C,USER_01400,2023-05-27,Gas Bill,Industrial Gas Supply,1831.64,Credit Card,Android,Rural
C1E5377D,USER_01543,2023-05-15,Electricity Bill,Temporary Connection Bill,1208.93,Debit Card,iOS,Suburban
9C3188E0,USER_05405,2023-07-02,Movie Ticket,Avengers: Endgame,3129.6,Wallet Balance,iOS,Rural
45CC1B0A,USER_03601,2023-02-14,Water Bill,Borewell Charges,6933.82,Wallet Balance,Android,Urban
B95FF956,USER_03023,2023-03-07,Taxi Fare,Airport Transfer,3562.78,Debit Card,Android,Urban
C7A8630D,USER_05424,2023-07-16,Mobile Recharge,Postpaid Plan 599,1663.96,Bank Transfer,Android,Urban
8B80BF06,USER_03062,2023-11-09,Rent Payment,Commercial Space Rent,9950.54,Credit Card,Android,Suburban
EE1E7C26,USER_06547,2023-11-03,Movie Ticket,Baahubali 2,2110.45,Debit Card,Android,Rural
608B9D14,USER_00750,2023-10-29,Bus Ticket,Volvo Multi-Axle,1276.29,Wallet Balance,Web,Urban
AAC9E88B,USER_07954,2023-11-22,Bus Ticket,Volvo Multi-Axle,6619.43,Credit Card,Android,Urban
64B42C52,USER_06402,2023-03-16,Education Fee,Digital Marketing Certification,7919.26,Debit Card,Android,Suburban
593D6F67,USER_07056,2023-09-01,Electricity Bill,Industrial Bill,5519.81,Debit Card,Android,Urban
62190E6C,USER_04487,2023-10-09,Gift Card,Rs. 500 E-Gift Card,5989.86,Debit Card,iOS,Urban
A8C55C9B,USER_02764,2023-01-14,Loan Repayment,Business Loan Repayment,86.53,Bank Transfer,Android,Urban
07DAB37E,USER_04426,2023-10-13,Electricity Bill,Commercial Bill,3871.23,Wallet Balance,Android,Urban
FF830E29,USER_05440,2023-06-24,Grocery Shopping,Whole Wheat Atta,2936.18,Credit Card,Android,Rural
A1307A77,USER_05528,2023-03-23,Food Delivery,Chilli Paneer,2655.09,UPI,iOS,Suburban
2680E9EC,USER_06365,2023-02-02,Mobile Recharge,Data Pack 50GB,9874.69,Debit Card,Android,Urban
49953597,USER_03775,2023-12-20,Flight Booking,Pune to Goa,3899.42,UPI,Android,Suburban
39AA7D8F,USER_04631,2023-04-30,Food Delivery,Vegetable Biryani,3151.88,Bank Transfer,Web,Suburban
7B179B02,USER_03502,2023-11-16,Education Fee,IELTS Training,5286.2,Debit Card,Android,Urban
0476799E,USER_00086,2023-12-28,Grocery Shopping,Dairy Milk Chocolate,7305.75,Bank Transfer,Android,Urban
E4A4353A,USER_03238,2023-06-07,Gaming Credits,1000 Game Coins,5914.57,Wallet Balance,Android,Urban
122EF475,USER_05634,2023-03-27,Electricity Bill,Temporary Connection Bill,9534.49,Bank Transfer,Android,Urban
9F0FF66D,USER_09011,2023-04-23,Electricity Bill,Residential Bill,7889.21,Wallet Balance,Android,Urban
BE06E70C,USER_04014,2023-11-27,Electricity Bill,Residential Bill,3648.04,Bank Transfer,iOS,Suburban
940994AA,USER_03928,2023-12-09,Gift Card,Rs. 250 Coffee Shop Card,4480.53,Credit Card,iOS,Urban
9054A818,USER_03512,2023-09-14,Food Delivery,Chilli Paneer,6610.9,Debit Card,Android,Urban
E0FE6656,USER_04855,2023-05-06,Hotel Booking,Deluxe Room,5290.79,Wallet Balance,iOS,Suburban
3FB590F1,USER_01444,2023-08-29,Insurance Premium,Travel Insurance,5730.81,Bank Transfer,iOS,Urban
CD05C377,USER_03583,2023-04-03,Gaming Credits,Legendary Weapon,8192.13,Wallet Balance,iOS,Urban
270D540F,USER_09526,2023-07-06,Taxi Fare,Outstation Trip,4365.33,UPI,Android,Rural
2E1C7054,USER_02678,2023-10-07,Grocery Shopping,Dairy Milk Chocolate,905.17,Bank Transfer,Web,Suburban
AFFA6AFF,USER_04330,2023-04-06,Streaming Service,Student Offer,7713.76,Bank Transfer,Android,Urban
D04E8183,USER_08559,2023-04-13,Rent Payment,Co-working Space,2555.63,Wallet Balance,iOS,Suburban
C2447648,USER_01206,2023-07-23,Education Fee,Python Programming Course,28.28,Credit Card,Android,Urban
ED823204,USER_09660,2023-09-14,Loan Repayment,Home Loan EMI,2007.04,Bank Transfer,Android,Urban
F7CC4260,USER_00170,2023-09-21,Streaming Service,Basic Plan,5057.05,UPI,iOS,Urban
67EFC359,USER_08574,2023-12-12,Rent Payment,PG Accommodation,6610.8,UPI,iOS,Urban
92D828FC,USER_06775,2023-02-25,Education Fee,Digital Marketing Certification,1964.52,Debit Card,Android,Urban
3CFE48A6,USER_06377,2023-05-15,Electricity Bill,Commercial Bill,2684.43,Debit Card,Android,Suburban
992E5EAF,USER_09328,2023-11-27,Gas Bill,Industrial Gas Supply,1595.44,Debit Card,Web,Urban
38C573CF,USER_05130,2023-10-28,Gas Bill,Auto LPG,1155.24,Credit Card,Android,Urban
B9B61592,USER_01242,2023-07-03,Insurance Premium,Motor Insurance,2971.5,Wallet Balance,Android,Urban
56E03A79,USER_05819,2023-12-01,Taxi Fare,Share Ride,6765.71,Wallet Balance,Android,Urban
23E0FE79,USER_03668,2023-01-17,Flight Booking,Ahmedabad to Jaipur,7970.15,Bank Transfer,Android,Urban
3CF247BA,USER_09271,2023-06-24,Movie Ticket,Baahubali 2,3339.98,Wallet Balance,Android,Urban
A0DD2946,USER_02356,2023-04-03,Food Delivery,Chilli Paneer,1428.5,Bank Transfer,Android,Suburban
84B940EA,USER_06000,2023-12-20,Insurance Premium,Term Life Policy,3818.54,Bank Transfer,Android,Suburban
0D6CEF08,USER_06623,2023-07-19,Electricity Bill,Temporary Connection Bill,114.58,Wallet Balance,Android,Suburban
BB6811B4,USER_00744,2023-07-29,Gaming Credits,Premium Skin,5741.06,Bank Transfer,iOS,Urban
